field_of_view,cell_id,x,y,region,x_bin,y_bin,bin_id,mid_point_x,mid_point_y,global_bin_id,index,louvain,cell_type,benchmark_label
5,78,1147.5,632.11,SVZ,1,0,1,947.0,425.0,75,600,13,Excitatory layer 3,eneuron
5,79,769.97,645.73,SVZ,1,0,1,947.0,425.0,75,601,7,Interneuron,ineuron 
5,80,648.65,660.05,SVZ,0,0,0,447.0,425.0,74,602,10,Astrocytes superficial,astrocyte
5,83,364.9,749.52,SVZ,0,1,5,447.0,925.0,77,605,7,Interneuron,ineuron 
5,88,289.1,830.86,SVZ,0,1,5,447.0,925.0,77,610,7,Interneuron,ineuron 
5,89,197.86,841.12,SVZ,0,1,5,447.0,925.0,77,611,2,Endothelial,endo
5,95,408.08,972.32,SVZ,0,1,5,447.0,925.0,77,617,23,Interneurons deep,ineuron 
5,96,376.77,1000.9,SVZ,0,1,5,447.0,925.0,77,618,2,Endothelial,endo
5,102,1293.6,1281.9,SVZ,2,2,12,1447.0,1425.0,83,624,2,Endothelial,endo
5,109,411.79,1530.5,SVZ,0,2,10,447.0,1425.0,81,631,16,Oligodendrocytes,olig
5,112,678.82,1605.7,SVZ,0,2,10,447.0,1425.0,81,634,16,Oligodendrocytes,olig
5,114,975.84,1676.5,SVZ,1,3,16,947.0,1925.0,85,636,20,Microglia,microglia
5,115,466.77,1721.0,SVZ,0,3,15,447.0,1925.0,84,637,16,Oligodendrocytes,olig
5,116,768.28,1763.1,SVZ,1,3,16,947.0,1925.0,85,638,16,Oligodendrocytes,olig
5,119,1569.1,325.61,SVZ,2,0,2,1447.0,425.0,76,641,23,Interneurons deep,ineuron 
5,122,1518.6,367.08,SVZ,2,0,2,1447.0,425.0,76,644,11,Excitatory 5/6,eneuron
5,129,1193.7,455.84,SVZ,1,0,1,947.0,425.0,75,651,11,Excitatory 5/6,eneuron
5,132,1514.1,495.4,SVZ,2,0,2,1447.0,425.0,76,654,19,Astrocytes deep ,astrocyte
5,136,1451.1,530.33,SVZ,2,0,2,1447.0,425.0,76,658,19,Astrocytes deep ,astrocyte
5,142,1215.3,619.27,SVZ,2,0,2,1447.0,425.0,76,664,23,Interneurons deep,ineuron 
5,143,1068.6,629.86,SVZ,1,0,1,947.0,425.0,75,665,20,Microglia,microglia
5,154,943.41,772.13,SVZ,1,1,6,947.0,925.0,78,676,2,Endothelial,endo
5,157,555.58,788.12,SVZ,0,1,5,447.0,925.0,77,679,7,Interneuron,ineuron 
5,160,926.48,815.14,SVZ,1,1,6,947.0,925.0,78,682,2,Endothelial,endo
5,169,1196.3,867.79,SVZ,1,1,6,947.0,925.0,78,691,9,Excitatory layer 3,eneuron
5,182,1396.7,930.3,SVZ,2,1,7,1447.0,925.0,79,704,13,Excitatory layer 3,eneuron
5,186,457.33,943.03,SVZ,0,1,5,447.0,925.0,77,708,11,Excitatory 5/6,eneuron
5,194,1547.1,972.6,SVZ,2,1,7,1447.0,925.0,79,716,11,Excitatory 5/6,eneuron
5,197,1753.9,982.0,SVZ,3,1,8,1947.0,925.0,80,719,11,Excitatory 5/6,eneuron
5,200,1283.5,997.62,SVZ,2,1,7,1447.0,925.0,79,722,7,Interneuron,ineuron 
5,211,1011.2,1048.8,SVZ,1,1,6,947.0,925.0,78,733,20,Microglia,microglia
5,216,1084.6,1060.4,SVZ,1,1,6,947.0,925.0,78,738,20,Microglia,microglia
5,236,512.39,1143.3,SVZ,0,1,5,447.0,925.0,77,758,11,Excitatory 5/6,eneuron
5,239,483.26,1161.4,SVZ,0,1,5,447.0,925.0,77,761,23,Interneurons deep,ineuron 
5,256,1213.1,1257.1,SVZ,2,2,12,1447.0,1425.0,83,778,2,Endothelial,endo
5,267,701.92,1334.7,SVZ,1,2,11,947.0,1425.0,82,789,11,Excitatory 5/6,eneuron
5,268,1132.9,1333.9,SVZ,1,2,11,947.0,1425.0,82,790,2,Endothelial,endo
5,270,1129.0,1382.2,SVZ,1,2,11,947.0,1425.0,82,792,20,Microglia,microglia
5,272,1338.9,1394.3,SVZ,2,2,12,1447.0,1425.0,83,794,19,Astrocytes deep ,astrocyte
5,276,912.22,1453.7,SVZ,1,2,11,947.0,1425.0,82,798,16,Oligodendrocytes,olig
5,279,598.46,1668.9,SVZ,0,2,10,447.0,1425.0,81,801,16,Oligodendrocytes,olig
6,10,1261.3,1052.6,Choroid Plexus,1,1,5,1197.0,1279.0,89,813,2,Endothelial,endo
6,24,1331.7,1548.7,Choroid Plexus,1,2,9,1197.0,1779.0,92,827,2,Endothelial,endo
6,59,1289.4,998.08,Choroid Plexus,1,0,1,1197.0,779.0,87,862,2,Endothelial,endo
6,62,1696.2,1046.5,Choroid Plexus,2,1,6,1697.0,1279.0,90,865,2,Endothelial,endo
6,64,1390.7,1069.4,Choroid Plexus,1,1,5,1197.0,1279.0,89,867,2,Endothelial,endo
6,76,653.02,1243.2,Choroid Plexus,0,1,4,697.0,1279.0,88,879,2,Endothelial,endo
6,78,583.82,1286.5,Choroid Plexus,0,1,4,697.0,1279.0,88,881,2,Endothelial,endo
6,82,1368.5,1494.7,Choroid Plexus,1,1,5,1197.0,1279.0,89,885,2,Endothelial,endo
6,83,605.14,1593.9,Choroid Plexus,0,2,8,697.0,1779.0,91,886,2,Endothelial,endo
6,84,1755.5,1637.6,Choroid Plexus,2,2,10,1697.0,1779.0,93,887,2,Endothelial,endo
6,90,1322.6,529.93,Choroid Plexus,1,0,1,1197.0,779.0,87,893,2,Endothelial,endo
6,99,660.76,935.14,Choroid Plexus,0,0,0,697.0,779.0,86,902,2,Endothelial,endo
6,100,919.96,986.27,Choroid Plexus,0,0,0,697.0,779.0,86,903,2,Endothelial,endo
6,107,1409.3,1454.2,Choroid Plexus,1,1,5,1197.0,1279.0,89,910,2,Endothelial,endo
6,109,447.85,1672.3,Choroid Plexus,0,2,8,697.0,1779.0,91,912,20,Microglia,microglia
